sporulation;oiv;densite_sporulation;experiment;ligne;image_name;surface_necrosee;colonne;sheet;necrose;taille_necrose
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P40;;4.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P40;;4.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P40;;4.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P41;;1.0;4dpi;0.0;
1.0;3.0;3.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P41;;1.0;4dpi;0.0;
1.0;3.0;3.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P41;;1.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P41;;2.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P41;;2.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P41;;2.0;4dpi;0.0;
1.0;7.0;9.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P41;7.0;3.0;4dpi;1.0;7.0
1.0;7.0;9.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P41;7.0;3.0;4dpi;1.0;7.0
1.0;7.0;9.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P41;5.0;3.0;4dpi;1.0;7.0
1.0;3.0;3.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P41;;4.0;4dpi;0.0;
1.0;3.0;3.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P41;;4.0;4dpi;0.0;
1.0;3.0;3.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P41;;4.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P42;;1.0;4dpi;0.0;
1.0;3.0;5.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P42;;1.0;4dpi;0.0;
1.0;3.0;5.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P42;;1.0;4dpi;0.0;
0.0;9.0;;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P42;5.0;2.0;4dpi;1.0;7.0
0.0;9.0;;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P42;5.0;2.0;4dpi;1.0;7.0
0.0;9.0;;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P42;5.0;2.0;4dpi;1.0;7.0
1.0;7.0;7.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P42;;3.0;4dpi;0.0;
1.0;7.0;7.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P42;;3.0;4dpi;0.0;
1.0;7.0;7.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P42;;3.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P42;;4.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P42;;4.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P42;;4.0;4dpi;0.0;
1.0;7.0;5.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P43;;1.0;4dpi;0.0;
1.0;7.0;5.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P43;;1.0;4dpi;0.0;
1.0;7.0;5.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P43;;1.0;4dpi;0.0;
1.0;3.0;3.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P43;;2.0;4dpi;0.0;
1.0;3.0;3.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P43;;2.0;4dpi;0.0;
1.0;3.0;3.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P43;;2.0;4dpi;0.0;
1.0;3.0;3.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P43;;3.0;4dpi;0.0;
1.0;3.0;3.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P43;;3.0;4dpi;0.0;
1.0;3.0;3.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P43;;3.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P43;;4.0;4dpi;0.0;
1.0;7.0;5.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P43;;4.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P43;;4.0;4dpi;0.0;
1.0;3.0;5.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P44;;1.0;4dpi;0.0;
1.0;3.0;5.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P44;;1.0;4dpi;0.0;
1.0;3.0;5.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P44;;1.0;4dpi;0.0;
1.0;3.0;5.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P44;;2.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P44;;2.0;4dpi;0.0;
1.0;3.0;5.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P44;;2.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P44;;3.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P44;;3.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P44;;3.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P44;;4.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P44;;4.0;4dpi;0.0;
1.0;7.0;3.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P44;;4.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P45;;1.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P45;;1.0;4dpi;0.0;
1.0;3.0;5.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P45;;1.0;4dpi;0.0;
1.0;3.0;3.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P45;;2.0;4dpi;0.0;
1.0;3.0;3.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P45;;2.0;4dpi;0.0;
1.0;3.0;3.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P45;;2.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P45;;3.0;4dpi;0.0;
1.0;3.0;3.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P45;;3.0;4dpi;0.0;
1.0;3.0;3.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P45;;3.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P45;;4.0;4dpi;0.0;
1.0;3.0;5.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P45;;4.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P45;;4.0;4dpi;0.0;
1.0;7.0;5.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P46;;1.0;4dpi;0.0;
1.0;7.0;5.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P46;;1.0;4dpi;0.0;
1.0;7.0;5.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P46;;1.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P46;;2.0;4dpi;0.0;
1.0;3.0;5.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P46;;2.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P46;;2.0;4dpi;0.0;
1.0;3.0;5.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P46;;3.0;4dpi;0.0;
1.0;3.0;5.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P46;;3.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P46;;3.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P46;;4.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P46;;4.0;4dpi;0.0;
1.0;3.0;3.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P46;;4.0;4dpi;0.0;
1.0;5.0;7.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P47;;1.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P47;;1.0;4dpi;0.0;
1.0;5.0;7.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P47;;1.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P47;;2.0;4dpi;0.0;
1.0;3.0;3.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P47;;2.0;4dpi;0.0;
1.0;1.0;3.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P47;;2.0;4dpi;0.0;
1.0;7.0;7.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P47;;3.0;4dpi;0.0;
1.0;7.0;5.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P47;;3.0;4dpi;0.0;
1.0;7.0;5.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P47;;3.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P47;;4.0;4dpi;0.0;
1.0;3.0;5.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P47;;4.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P47;;4.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P48;;1.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P48;;1.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P48;;1.0;4dpi;0.0;
1.0;3.0;5.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P48;;2.0;4dpi;0.0;
1.0;3.0;5.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P48;;2.0;4dpi;0.0;
1.0;3.0;5.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P48;;2.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P48;;3.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P48;;3.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P48;;3.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P48;;4.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P48;;4.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P48;;4.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P49;;1.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P49;;1.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P49;;1.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P49;;2.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P49;;2.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P49;;2.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P49;;3.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P49;;3.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P49;;3.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P49;;4.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P49;;4.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P49;;4.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P50;;1.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P50;;1.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P50;;1.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P50;;2.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P50;;2.0;4dpi;0.0;
1.0;3.0;3.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P50;;2.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P50;;3.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P50;;3.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P50;;3.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P50;;4.0;4dpi;0.0;
1.0;3.0;3.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P50;;4.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P50;;4.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P51;;1.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P51;;1.0;4dpi;0.0;
1.0;5.0;5.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P51;;1.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;a;Exp21DM03_inoc3_T4_P51;;2.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;b;Exp21DM03_inoc3_T4_P51;;2.0;4dpi;0.0;
1.0;5.0;3.0;Exp21DM03_inoc3_saisie;c;Exp21DM03_inoc3_T4_P51;;2.0;4dpi;0.0;
1.0;7.0;9.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P01;;1.0;fichier total;0.0;
1.0;7.0;7.0;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P01;9.0;1.0;fichier total;1.0;7.0
1.0;7.0;7.0;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P01;9.0;1.0;fichier total;1.0;7.0
1.0;7.0;7.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P01;9.0;2.0;fichier total;1.0;7.0
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P01;;2.0;fichier total;0.0;
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P01;;2.0;fichier total;0.0;
1.0;7.0;7.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P01;7.0;3.0;fichier total;1.0;5.0
0.0;9.0;;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P01;9.0;3.0;fichier total;1.0;9.0
1.0;7.0;7.0;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P01;;3.0;fichier total;0.0;
1.0;7.0;9.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P01;9.0;4.0;fichier total;1.0;7.0
1.0;7.0;9.0;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P01;9.0;4.0;fichier total;1.0;9.0
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P01;;4.0;fichier total;0.0;
1.0;7.0;5.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P02;;1.0;fichier total;0.0;
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P02;;1.0;fichier total;0.0;
0.0;9.0;;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P02;9.0;1.0;fichier total;1.0;7.0
1.0;7.0;5.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P02;;2.0;fichier total;0.0;
1.0;7.0;9.0;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P02;9.0;2.0;fichier total;1.0;7.0
1.0;7.0;9.0;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P02;9.0;2.0;fichier total;1.0;5.0
1.0;7.0;5.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P02;;3.0;fichier total;0.0;
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P02;;3.0;fichier total;0.0;
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P02;;3.0;fichier total;0.0;
0.0;9.0;;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P02;;4.0;fichier total;0.0;
1.0;7.0;7.0;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P02;9.0;4.0;fichier total;1.0;7.0
1.0;7.0;7.0;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P02;;4.0;fichier total;0.0;
1.0;7.0;7.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P03;;1.0;fichier total;0.0;
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P03;;1.0;fichier total;0.0;
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P03;;1.0;fichier total;0.0;
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P03;;2.0;fichier total;0.0;
1.0;7.0;9.0;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P03;7.0;2.0;fichier total;1.0;7.0
1.0;7.0;5.0;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P03;9.0;2.0;fichier total;1.0;5.0
1.0;7.0;7.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P03;;3.0;fichier total;0.0;
0.0;9.0;;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P03;9.0;3.0;fichier total;1.0;5.0
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P03;;3.0;fichier total;0.0;
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P03;;4.0;fichier total;0.0;
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P03;;4.0;fichier total;0.0;
1.0;7.0;9.0;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P03;9.0;4.0;fichier total;1.0;7.0
1.0;7.0;7.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P04;;1.0;fichier total;0.0;
1.0;7.0;7.0;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P04;;1.0;fichier total;0.0;
1.0;7.0;9.0;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P04;;1.0;fichier total;0.0;
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P04;;2.0;fichier total;0.0;
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P04;;2.0;fichier total;0.0;
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P04;;2.0;fichier total;0.0;
0.0;9.0;;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P04;;3.0;fichier total;0.0;
1.0;7.0;5.0;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P04;;3.0;fichier total;0.0;
1.0;7.0;7.0;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P04;9.0;3.0;fichier total;1.0;7.0
0.0;9.0;;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P04;9.0;4.0;fichier total;1.0;7.0
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P04;;4.0;fichier total;0.0;
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P04;;4.0;fichier total;0.0;
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P05;;1.0;fichier total;0.0;
1.0;7.0;9.0;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P05;;1.0;fichier total;0.0;
1.0;7.0;7.0;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P05;;1.0;fichier total;0.0;
1.0;7.0;7.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P05;;2.0;fichier total;0.0;
0.0;9.0;;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P05;9.0;2.0;fichier total;1.0;5.0
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P05;;2.0;fichier total;0.0;
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P05;;3.0;fichier total;0.0;
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P05;;3.0;fichier total;0.0;
0.0;9.0;;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P05;;3.0;fichier total;0.0;
1.0;7.0;7.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P05;9.0;4.0;fichier total;1.0;7.0
1.0;7.0;9.0;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P05;9.0;4.0;fichier total;1.0;7.0
1.0;7.0;5.0;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P05;;4.0;fichier total;0.0;
1.0;7.0;5.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P06;;1.0;fichier total;0.0;
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P06;;1.0;fichier total;0.0;
1.0;7.0;5.0;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P06;;1.0;fichier total;0.0;
1.0;7.0;9.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P07;9.0;1.0;fichier total;1.0;7.0
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P07;;1.0;fichier total;0.0;
1.0;5.0;7.0;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P07;;1.0;fichier total;0.0;
1.0;7.0;9.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P07;9.0;2.0;fichier total;1.0;7.0
1.0;3.0;5.0;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P07;;2.0;fichier total;0.0;
1.0;3.0;5.0;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P07;;2.0;fichier total;0.0;
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P07;;3.0;fichier total;0.0;
0.0;9.0;;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P07;9.0;3.0;fichier total;1.0;7.0
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P07;;3.0;fichier total;0.0;
1.0;7.0;9.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P07;9.0;4.0;fichier total;1.0;7.0
0.0;9.0;;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P07;9.0;4.0;fichier total;1.0;7.0
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P07;;4.0;fichier total;0.0;
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P08;;1.0;fichier total;0.0;
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P08;;1.0;fichier total;0.0;
0.0;9.0;;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P08;9.0;1.0;fichier total;1.0;7.0
1.0;7.0;5.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P08;;2.0;fichier total;0.0;
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P08;;2.0;fichier total;0.0;
1.0;7.0;9.0;Exp17DM01_inoc3_saisie;c;Exp17DM01_inoc3_T5_P08;;2.0;fichier total;0.0;
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;a;Exp17DM01_inoc3_T5_P08;;3.0;fichier total;0.0;
1.0;5.0;5.0;Exp17DM01_inoc3_saisie;b;Exp17DM01_inoc3_T5_P08;;3.0;fichier total;0.0;
