sporulation;oiv;densite_sporulation;experiment;ligne;image_name;surface_necrosee;colonne;sheet;necrose;taille_necrose
1.0;5.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P18;3.0;2.0;fichier total;1.0;1.0
1.0;5.0;5.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P18;5.0;3.0;fichier total;1.0;5.0
1.0;5.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P18;5.0;3.0;fichier total;1.0;5.0
1.0;5.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P18;5.0;3.0;fichier total;1.0;5.0
1.0;3.0;5.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P18;;4.0;fichier total;;
1.0;3.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P18;;4.0;fichier total;;
1.0;3.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P18;;4.0;fichier total;;
0.0;9.0;;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P19;9.0;1.0;fichier total;1.0;7.0
0.0;9.0;;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P19;9.0;1.0;fichier total;1.0;7.0
0.0;9.0;;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P19;9.0;1.0;fichier total;1.0;7.0
1.0;5.0;3.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P19;;3.0;fichier total;;
1.0;5.0;3.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P19;;3.0;fichier total;;
1.0;5.0;3.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P19;;3.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P19;;4.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P19;;4.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P19;;4.0;fichier total;;
0.0;9.0;;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P20;9.0;1.0;fichier total;1.0;7.0
0.0;9.0;;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P20;9.0;1.0;fichier total;1.0;7.0
0.0;9.0;;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P20;9.0;1.0;fichier total;1.0;7.0
1.0;3.0;3.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P20;;2.0;fichier total;;
1.0;3.0;3.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P20;;2.0;fichier total;;
1.0;3.0;3.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P20;;2.0;fichier total;;
1.0;3.0;3.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P20;;3.0;fichier total;;
1.0;3.0;3.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P20;;3.0;fichier total;;
1.0;3.0;3.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P20;;3.0;fichier total;;
1.0;5.0;7.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P20;5.0;4.0;fichier total;1.0;5.0
1.0;5.0;7.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P20;5.0;4.0;fichier total;1.0;5.0
1.0;7.0;7.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P20;5.0;4.0;fichier total;1.0;5.0
1.0;5.0;5.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P21;;1.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P21;;1.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P21;;1.0;fichier total;;
0.0;9.0;;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P21;9.0;2.0;fichier total;1.0;7.0
0.0;9.0;;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P21;9.0;2.0;fichier total;1.0;7.0
0.0;9.0;;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P21;9.0;2.0;fichier total;1.0;7.0
1.0;7.0;9.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P21;9.0;3.0;fichier total;1.0;7.0
1.0;7.0;9.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P21;9.0;3.0;fichier total;1.0;7.0
1.0;7.0;9.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P21;9.0;3.0;fichier total;1.0;7.0
1.0;5.0;5.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P21;;4.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P21;;4.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P21;;4.0;fichier total;;
1.0;3.0;3.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P22;;1.0;fichier total;;
1.0;3.0;3.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P22;;1.0;fichier total;;
1.0;3.0;3.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P22;;1.0;fichier total;;
1.0;3.0;3.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P22;;2.0;fichier total;;
1.0;3.0;3.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P22;;2.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P22;;2.0;fichier total;;
0.0;9.0;;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P22;5.0;3.0;fichier total;1.0;3.0
0.0;9.0;;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P22;5.0;3.0;fichier total;1.0;3.0
0.0;9.0;;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P22;5.0;3.0;fichier total;1.0;3.0
1.0;5.0;5.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P22;7.0;4.0;fichier total;1.0;3.0
1.0;5.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P22;7.0;4.0;fichier total;1.0;3.0
1.0;5.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P22;7.0;4.0;fichier total;1.0;3.0
1.0;5.0;5.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P23;1.0;1.0;fichier total;1.0;1.0
1.0;5.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P23;1.0;1.0;fichier total;1.0;1.0
1.0;5.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P23;1.0;1.0;fichier total;1.0;1.0
1.0;7.0;5.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P23;7.0;3.0;fichier total;1.0;5.0
1.0;7.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P23;7.0;3.0;fichier total;1.0;5.0
1.0;7.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P23;7.0;3.0;fichier total;1.0;5.0
1.0;5.0;5.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P23;;4.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P23;;4.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P23;;4.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P24;;2.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P24;;2.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P24;;2.0;fichier total;;
0.0;9.0;;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P24;5.0;3.0;fichier total;1.0;5.0
0.0;9.0;;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P24;5.0;3.0;fichier total;1.0;5.0
0.0;9.0;;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P24;5.0;3.0;fichier total;1.0;5.0
1.0;1.0;3.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P24;;4.0;fichier total;;
1.0;1.0;3.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P24;;4.0;fichier total;;
1.0;1.0;3.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P24;;4.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P25;;1.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P25;;1.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P25;;1.0;fichier total;;
1.0;7.0;9.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P25;5.0;2.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P25;5.0;2.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P25;5.0;2.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P25;7.0;3.0;fichier total;1.0;3.0
1.0;7.0;9.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P25;7.0;3.0;fichier total;1.0;3.0
1.0;7.0;9.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P25;7.0;3.0;fichier total;1.0;3.0
0.0;9.0;;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P25;9.0;4.0;fichier total;1.0;7.0
0.0;9.0;;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P25;9.0;4.0;fichier total;1.0;7.0
0.0;9.0;;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P25;9.0;4.0;fichier total;1.0;7.0
1.0;5.0;5.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P26;;1.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P26;;1.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P26;;1.0;fichier total;;
0.0;9.0;;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P26;9.0;2.0;fichier total;1.0;7.0
0.0;9.0;;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P26;9.0;2.0;fichier total;1.0;7.0
0.0;9.0;;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P26;9.0;2.0;fichier total;1.0;7.0
1.0;5.0;5.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P26;3.0;3.0;fichier total;1.0;3.0
1.0;5.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P26;3.0;3.0;fichier total;1.0;3.0
1.0;5.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P26;3.0;3.0;fichier total;1.0;3.0
0.0;9.0;;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P26;;4.0;fichier total;0.0;
0.0;9.0;;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P26;;4.0;fichier total;0.0;
0.0;9.0;;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P26;;4.0;fichier total;0.0;
1.0;3.0;5.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P27;;1.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P27;;1.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P27;;1.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P27;;2.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P27;;2.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P27;;2.0;fichier total;;
1.0;5.0;3.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P27;;3.0;fichier total;;
1.0;5.0;3.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P27;;3.0;fichier total;;
1.0;5.0;3.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P27;;3.0;fichier total;;
1.0;5.0;3.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P27;;4.0;fichier total;;
1.0;5.0;3.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P27;;4.0;fichier total;;
1.0;5.0;3.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P27;;4.0;fichier total;;
1.0;3.0;3.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P28;;1.0;fichier total;;
1.0;3.0;3.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P28;;1.0;fichier total;;
1.0;5.0;3.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P28;;1.0;fichier total;;
1.0;3.0;3.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P28;5.0;2.0;fichier total;1.0;3.0
1.0;5.0;3.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P28;;2.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P28;9.0;2.0;fichier total;1.0;3.0
0.0;9.0;;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P28;;3.0;fichier total;0.0;
0.0;9.0;;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P28;;3.0;fichier total;0.0;
0.0;9.0;;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P28;;3.0;fichier total;0.0;
0.0;9.0;;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P28;;4.0;fichier total;0.0;
0.0;9.0;;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P28;;4.0;fichier total;0.0;
1.0;3.0;3.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P29;;1.0;fichier total;;
1.0;3.0;3.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P29;;1.0;fichier total;;
1.0;5.0;3.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P29;;1.0;fichier total;;
1.0;5.0;3.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P29;7.0;2.0;fichier total;1.0;3.0
1.0;5.0;3.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P29;;2.0;fichier total;;
1.0;5.0;3.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P29;;2.0;fichier total;;
1.0;7.0;9.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P29;7.0;3.0;fichier total;1.0;7.0
1.0;7.0;9.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P29;7.0;3.0;fichier total;1.0;7.0
1.0;7.0;9.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P29;7.0;3.0;fichier total;1.0;7.0
1.0;7.0;9.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P29;7.0;4.0;fichier total;1.0;7.0
1.0;5.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P29;7.0;4.0;fichier total;1.0;7.0
1.0;5.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P29;7.0;4.0;fichier total;1.0;7.0
0.0;9.0;;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P30;7.0;1.0;fichier total;1.0;5.0
0.0;9.0;;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P30;7.0;1.0;fichier total;1.0;5.0
0.0;9.0;;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P30;7.0;1.0;fichier total;1.0;5.0
1.0;7.0;5.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P30;;2.0;fichier total;;
1.0;7.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P30;;2.0;fichier total;;
1.0;7.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P30;;2.0;fichier total;;
1.0;7.0;9.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P30;5.0;3.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P30;5.0;3.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P30;5.0;3.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P30;5.0;4.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P30;5.0;4.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P30;5.0;4.0;fichier total;1.0;5.0
1.0;7.0;5.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P31;5.0;1.0;fichier total;1.0;5.0
1.0;5.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P31;5.0;1.0;fichier total;1.0;5.0
1.0;7.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P31;5.0;1.0;fichier total;1.0;5.0
1.0;7.0;7.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P31;5.0;2.0;fichier total;1.0;7.0
1.0;7.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P31;5.0;2.0;fichier total;1.0;7.0
1.0;7.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P31;5.0;2.0;fichier total;1.0;7.0
1.0;1.0;3.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P31;;3.0;fichier total;;
1.0;1.0;3.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P31;;3.0;fichier total;;
1.0;1.0;3.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P31;;3.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P31;;4.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P31;;4.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P31;;4.0;fichier total;;
1.0;7.0;9.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P32;7.0;1.0;fichier total;1.0;7.0
1.0;7.0;9.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P32;7.0;1.0;fichier total;1.0;7.0
1.0;7.0;9.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P32;7.0;1.0;fichier total;1.0;7.0
1.0;1.0;3.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P32;;2.0;fichier total;;
1.0;1.0;3.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P32;;2.0;fichier total;;
1.0;1.0;3.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P32;;2.0;fichier total;;
1.0;5.0;3.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P32;;3.0;fichier total;;
1.0;5.0;3.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P32;;3.0;fichier total;;
1.0;5.0;3.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P32;;3.0;fichier total;;
0.0;9.0;;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P32;9.0;4.0;fichier total;1.0;7.0
0.0;9.0;;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P32;9.0;4.0;fichier total;1.0;7.0
0.0;9.0;;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P32;9.0;4.0;fichier total;1.0;7.0
1.0;3.0;3.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P33;;1.0;fichier total;;
1.0;3.0;3.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P33;;1.0;fichier total;;
1.0;3.0;3.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P33;;1.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P33;;2.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P33;;2.0;fichier total;;
1.0;7.0;7.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P33;;2.0;fichier total;;
1.0;1.0;3.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P33;;3.0;fichier total;;
1.0;1.0;3.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P33;;3.0;fichier total;;
1.0;1.0;3.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P33;;3.0;fichier total;;
1.0;7.0;9.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P33;3.0;4.0;fichier total;1.0;3.0
1.0;7.0;9.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P33;3.0;4.0;fichier total;1.0;3.0
1.0;7.0;9.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P33;3.0;4.0;fichier total;1.0;3.0
0.0;9.0;;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P34;9.0;1.0;fichier total;1.0;7.0
0.0;9.0;;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P34;9.0;1.0;fichier total;1.0;7.0
0.0;9.0;;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P34;9.0;1.0;fichier total;1.0;7.0
1.0;5.0;5.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P34;5.0;2.0;fichier total;1.0;5.0
1.0;5.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P34;5.0;2.0;fichier total;1.0;5.0
1.0;5.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P34;5.0;2.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P34;;3.0;fichier total;0.0;
1.0;7.0;9.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P34;;3.0;fichier total;0.0;
0.0;9.0;;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P34;;3.0;fichier total;0.0;
1.0;3.0;3.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P34;;4.0;fichier total;;
1.0;3.0;3.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P34;;4.0;fichier total;;
1.0;3.0;3.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P34;;4.0;fichier total;;
1.0;5.0;1.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P35;;1.0;fichier total;;
1.0;5.0;1.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P35;;1.0;fichier total;;
1.0;5.0;1.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P35;;1.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P35;;4.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P35;;4.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P35;;4.0;fichier total;;
1.0;5.0;3.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P36;5.0;1.0;fichier total;1.0;7.0
1.0;5.0;3.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P36;5.0;1.0;fichier total;1.0;7.0
1.0;5.0;3.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P36;5.0;1.0;fichier total;1.0;7.0
1.0;5.0;3.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P36;;3.0;fichier total;;
1.0;3.0;3.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P36;;3.0;fichier total;;
1.0;1.0;3.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P36;;3.0;fichier total;;
1.0;7.0;9.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P36;7.0;4.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P36;7.0;4.0;fichier total;1.0;5.0
1.0;7.0;9.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P36;7.0;4.0;fichier total;1.0;5.0
1.0;3.0;3.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P37;;1.0;fichier total;;
1.0;3.0;3.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P37;;1.0;fichier total;;
1.0;3.0;3.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P37;;1.0;fichier total;;
1.0;3.0;5.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P37;;3.0;fichier total;;
1.0;3.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P37;;3.0;fichier total;;
1.0;3.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P37;;3.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P37;3.0;4.0;fichier total;1.0;3.0
1.0;5.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P37;3.0;4.0;fichier total;1.0;3.0
1.0;5.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P37;3.0;4.0;fichier total;1.0;3.0
0.0;9.0;;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P38;9.0;1.0;fichier total;1.0;7.0
0.0;9.0;;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P38;9.0;1.0;fichier total;1.0;7.0
0.0;9.0;;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P38;9.0;1.0;fichier total;1.0;7.0
0.0;9.0;;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P38;9.0;2.0;fichier total;1.0;7.0
0.0;9.0;;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P38;9.0;2.0;fichier total;1.0;7.0
0.0;9.0;;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P38;9.0;2.0;fichier total;1.0;7.0
1.0;7.0;9.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P38;;3.0;fichier total;0.0;
1.0;7.0;9.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P38;;3.0;fichier total;0.0;
1.0;7.0;9.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P38;;3.0;fichier total;0.0;
1.0;5.0;5.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P38;;4.0;fichier total;;
1.0;3.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P38;;4.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P38;;4.0;fichier total;;
0.0;9.0;;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P39;;1.0;fichier total;0.0;
0.0;9.0;;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P39;;1.0;fichier total;0.0;
0.0;9.0;;Exp18DM06_saisie;c;Exp18DM06_inoc1_T6_P39;;1.0;fichier total;0.0;
1.0;7.0;7.0;Exp18DM06_saisie;a;Exp18DM06_inoc1_T6_P39;;3.0;fichier total;;
1.0;5.0;5.0;Exp18DM06_saisie;b;Exp18DM06_inoc1_T6_P39;;3.0;fichier total;;
