nomphoto,oiv,s,sq,n,fn,tn,ligne,colonne,exp,sheet
Exp16DM11_inoc1_T6_P09,7.0,1.0,9.0,1.0,7.0,7.0,a,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P09,7.0,1.0,9.0,1.0,7.0,7.0,b,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P09,7.0,1.0,9.0,1.0,7.0,7.0,c,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P10,5.0,1.0,5.0,1.0,3.0,3.0,a,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P10,5.0,1.0,5.0,1.0,3.0,3.0,b,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P10,5.0,1.0,5.0,1.0,3.0,3.0,c,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P10,3.0,1.0,3.0,,,,a,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P10,3.0,1.0,3.0,,,,b,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P10,3.0,1.0,3.0,,,,c,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P10,5.0,1.0,5.0,,,,a,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P10,5.0,1.0,5.0,,,,b,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P10,5.0,1.0,5.0,,,,c,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P10,5.0,1.0,5.0,1.0,5.0,1.0,a,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P10,5.0,1.0,5.0,1.0,5.0,1.0,b,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P10,5.0,1.0,5.0,1.0,5.0,1.0,c,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P11,3.0,1.0,3.0,,,,a,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P11,3.0,1.0,3.0,,,,b,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P11,3.0,1.0,3.0,,,,c,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P11,5.0,1.0,5.0,,,,a,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P11,5.0,1.0,5.0,,,,b,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P11,5.0,1.0,5.0,,,,c,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P11,5.0,1.0,5.0,,,,a,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P11,5.0,1.0,5.0,,,,b,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P11,5.0,1.0,5.0,,,,c,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P11,7.0,1.0,5.0,1.0,5.0,5.0,a,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P11,7.0,1.0,5.0,1.0,5.0,5.0,b,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P11,7.0,1.0,5.0,1.0,5.0,5.0,c,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P12,5.0,1.0,5.0,,,,a,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P12,5.0,1.0,5.0,,,,b,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P12,5.0,1.0,5.0,,,,c,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P12,5.0,1.0,5.0,,,,a,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P12,5.0,1.0,5.0,,,,b,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P12,5.0,1.0,5.0,,,,c,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P12,5.0,1.0,7.0,1.0,7.0,7.0,a,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P12,5.0,1.0,7.0,1.0,7.0,7.0,b,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P12,5.0,1.0,7.0,1.0,7.0,7.0,c,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P12,5.0,1.0,5.0,1.0,7.0,3.0,a,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P12,5.0,1.0,5.0,1.0,7.0,3.0,b,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P12,5.0,1.0,5.0,1.0,7.0,3.0,c,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P13,3.0,1.0,1.0,,,,a,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P13,3.0,1.0,1.0,,,,b,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P13,3.0,1.0,1.0,,,,c,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P13,3.0,1.0,3.0,,,,a,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P13,5.0,1.0,3.0,,,,b,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P13,5.0,1.0,3.0,,,,c,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P13,3.0,1.0,3.0,,,,a,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P13,3.0,1.0,3.0,,,,b,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P13,3.0,1.0,3.0,,,,c,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P13,1.0,1.0,1.0,,,,a,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P13,1.0,1.0,1.0,,,,b,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P13,1.0,1.0,1.0,,,,c,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P14,5.0,1.0,5.0,1.0,5.0,5.0,a,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P14,5.0,1.0,5.0,1.0,5.0,5.0,b,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P14,5.0,1.0,5.0,1.0,5.0,5.0,c,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P14,5.0,1.0,3.0,,,,a,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P14,3.0,1.0,3.0,,,,b,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P14,3.0,1.0,3.0,,,,c,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P14,7.0,1.0,7.0,1.0,3.0,5.0,a,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P14,5.0,1.0,3.0,1.0,7.0,5.0,b,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P14,5.0,1.0,5.0,1.0,3.0,5.0,c,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P14,7.0,1.0,7.0,,,,a,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P14,5.0,1.0,5.0,,,,b,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P14,7.0,1.0,5.0,,,,c,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P15,5.0,1.0,3.0,,,,a,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P15,5.0,1.0,3.0,,,,b,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P15,5.0,1.0,3.0,,,,c,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P16,3.0,1.0,5.0,,,,a,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P16,3.0,1.0,5.0,,,,b,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P16,3.0,1.0,5.0,,,,c,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P16,3.0,1.0,3.0,,,,a,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P16,3.0,1.0,3.0,,,,b,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P16,3.0,1.0,3.0,,,,c,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P16,3.0,1.0,5.0,1.0,7.0,7.0,a,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P16,3.0,1.0,5.0,1.0,7.0,7.0,b,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P16,3.0,1.0,5.0,1.0,7.0,7.0,c,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P16,7.0,1.0,9.0,1.0,7.0,7.0,a,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P16,7.0,1.0,9.0,1.0,7.0,7.0,b,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P16,7.0,1.0,9.0,1.0,7.0,7.0,c,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P17,9.0,,,1.0,3.0,9.0,a,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P17,9.0,,,1.0,3.0,9.0,b,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P17,9.0,,,1.0,3.0,9.0,c,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P17,5.0,1.0,5.0,1.0,3.0,1.0,a,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P17,7.0,1.0,5.0,1.0,3.0,1.0,b,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P17,5.0,1.0,5.0,1.0,3.0,1.0,c,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P17,5.0,1.0,3.0,,,,a,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P17,5.0,1.0,3.0,,,,b,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P17,5.0,1.0,3.0,,,,c,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P18,5.0,1.0,5.0,,,,a,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P18,5.0,1.0,5.0,,,,b,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P18,5.0,1.0,5.0,,,,c,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P18,5.0,1.0,3.0,,,,a,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P18,5.0,1.0,3.0,,,,b,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P18,5.0,1.0,3.0,,,,c,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P18,5.0,1.0,5.0,1.0,7.0,5.0,a,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P18,5.0,1.0,5.0,1.0,7.0,5.0,b,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P18,5.0,1.0,5.0,1.0,7.0,5.0,c,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P18,9.0,,,1.0,3.0,5.0,a,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P18,9.0,,,1.0,3.0,5.0,b,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P18,9.0,,,1.0,3.0,5.0,c,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P19,9.0,,,1.0,5.0,9.0,a,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P19,9.0,,,1.0,5.0,9.0,b,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P19,9.0,,,1.0,5.0,9.0,c,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P19,5.0,1.0,5.0,,,,a,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P19,7.0,1.0,7.0,,,,b,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P19,7.0,1.0,7.0,,,,c,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P19,3.0,1.0,3.0,,,,a,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P19,3.0,1.0,3.0,,,,b,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P19,3.0,1.0,3.0,,,,c,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P20,3.0,1.0,3.0,,,,a,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P20,3.0,1.0,3.0,,,,b,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P20,3.0,1.0,3.0,,,,c,1,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P20,3.0,1.0,3.0,,,,a,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P20,3.0,1.0,3.0,,,,b,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P20,3.0,1.0,3.0,,,,c,2,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P20,3.0,1.0,3.0,1.0,7.0,5.0,a,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P20,5.0,1.0,5.0,1.0,7.0,5.0,b,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P20,5.0,1.0,5.0,1.0,7.0,5.0,c,3,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P20,7.0,1.0,9.0,1.0,5.0,5.0,a,4,Exp16DM11_inoc1_saisie,fichier_total
Exp16DM11_inoc1_T6_P20,7.0,1.0,9.0,1.0,5.0,5.0,b,4,Exp16DM11_inoc1_saisie,fichier_total
